x,y,x_pix,y_pix,fiber_area,myelin_area,fiber_area_pix,myelin_area_pix,rho,rho_pix,phi,hull_vertices,perimeter,hull_vertices_w_myel,shortest_diameter,longest_diameter,shortest_diameter_w_myel,longest_diameter_w_myel,eff_fib_diam,eff_fib_diam_w_myel,median_myelin_thickness,max_myelin_thickness,myelinated,chat,unmyel_nf,nav,th_overlap_p,c_estimate_nf_frac,c_estimate_nf,c_estimate_nav,c_estimate_nav_frac
76.905,286.935,512.701,1912.898,23.782,3.645,1057,162,156.119,1040.79,-1.051,"[[79.200,288.300],[77.700,289.800],[76.950,289.800],[76.050,289.650],[75.750,289.500],[74.250,288.300],[73.950,288.000],[73.950,287.850],[74.250,286.050],[75.750,284.550],[77.850,284.100],[78.150,284.100],[78.600,284.250],[79.050,284.550],[79.500,285.000],[79.500,285.600]]",17.976,"[[72.600,288.450],[73.050,283.500],[73.650,283.200],[77.550,283.950],[78.150,284.100],[78.600,284.250],[79.050,284.550],[79.500,285.000],[79.500,285.600],[79.200,288.300],[78.900,289.350],[77.250,290.400],[76.650,290.400],[75.450,290.100],[73.050,288.750]]",5.111,5.967,6.499,7.915,5.503,5.909,0.933,2.553,True,True,False,False,0.0,0.0,0,,
77.127,296.342,514.183,1975.617,4.05,7.942,180,353,160.811,1072.072,-1.0,"[[78.000,297.600],[75.900,296.850],[75.750,296.700],[75.750,295.950],[76.050,295.350],[76.800,295.350],[78.150,295.950],[78.450,296.250],[78.450,296.700],[78.300,297.600]]",8.177,"[[81.300,297.600],[77.100,299.100],[75.600,298.650],[74.700,297.300],[74.550,297.000],[74.550,296.550],[75.300,295.050],[75.450,294.900],[75.750,294.900],[76.800,295.350],[78.150,295.950]]",1.673,2.979,3.43,5.949,2.271,3.908,1.246,3.595,True,True,False,False,0.0,0.0,0,,
75.745,302.906,504.968,2019.376,22.455,18.0,998,800,165.591,1103.941,-0.971,"[[79.500,303.150],[79.500,303.900],[77.400,305.100],[76.800,305.400],[75.750,305.400],[72.750,304.200],[72.600,304.050],[71.400,302.100],[71.400,301.800],[74.850,300.600],[76.200,300.600],[78.600,301.950]]",20.179,"[[74.700,307.650],[70.800,301.350],[73.350,299.550],[73.950,299.250],[75.750,298.650],[75.900,298.650],[76.500,298.800],[76.800,298.950],[77.100,299.250],[78.600,300.900],[79.500,303.150],[79.950,304.800],[79.950,305.100],[79.650,305.700],[76.200,308.100],[75.750,308.400],[75.300,308.250]]",4.575,8.008,6.839,9.468,5.347,7.177,1.359,3.0,True,False,False,False,0.0,0.0,0,,
79.72,308.736,531.464,2058.238,3.398,22.635,151,1006,165.753,1105.019,-0.928,"[[78.600,309.450],[78.750,307.950],[79.050,307.800],[79.500,307.650],[79.650,307.650],[80.550,308.250],[80.700,308.400],[81.000,308.850],[81.000,309.000],[80.550,309.300],[79.950,309.600],[78.750,309.600]]",7.076,"[[80.850,312.300],[78.450,311.550],[78.300,311.400],[75.600,308.550],[76.500,307.650],[77.700,306.750],[78.150,306.450],[78.750,306.150],[79.500,305.850],[79.950,305.850],[80.700,306.300],[81.000,306.600],[82.200,308.550],[82.350,308.850],[82.350,309.000],[82.200,309.600],[82.050,310.050],[81.300,311.850]]",1.817,2.309,5.123,6.466,2.08,5.722,1.752,2.931,True,True,False,False,0.0,0.0,0,,
74.952,318.779,499.677,2125.194,2.092,5.107,93,227,175.665,1171.1,-0.899,"[[74.100,319.500],[73.350,318.750],[73.500,318.600],[76.500,317.100],[76.800,317.100],[77.700,317.250],[75.000,319.800],[74.550,319.800]]",10.544,"[[72.600,320.250],[72.600,319.650],[73.200,318.000],[73.650,317.700],[76.800,316.950],[77.700,317.100],[77.700,317.250],[74.850,320.700],[74.700,320.850],[74.400,320.850],[73.050,320.550]]",1.608,3.8,2.645,5.55,1.632,3.028,0.5,1.585,True,True,False,False,0.0,0.0,0,,
72.541,315.077,483.606,2100.513,4.342,0.292,193,13,175.302,1168.677,-0.924,"[[74.100,316.050],[73.050,316.050],[72.450,315.900],[72.150,315.750],[71.400,315.300],[71.100,315.000],[71.100,314.550],[71.400,314.100],[72.300,314.100],[72.900,314.250],[73.800,315.150],[74.100,315.900]]",8.043,"[[74.100,315.900],[74.100,316.050],[73.200,316.350],[73.050,316.350],[72.450,316.200],[71.700,315.900],[71.100,315.000],[71.100,314.550],[71.400,314.100],[72.300,314.100],[72.900,314.250],[73.800,315.150]]",1.637,3.182,1.965,3.212,2.351,2.429,1.159,2.58,True,True,False,False,0.0,0.0,0,,
77.368,318.75,515.787,2125.0,6.772,4.118,301,183,173.762,1158.416,-0.89,"[[75.750,317.850],[76.200,317.700],[77.100,317.550],[78.150,317.550],[78.600,318.150],[78.750,318.450],[78.900,319.050],[78.900,319.800],[78.450,319.950],[77.250,319.950],[76.800,319.800],[76.200,319.500],[76.050,319.350],[75.750,318.750]]",9.493,"[[75.750,317.850],[78.450,316.950],[78.600,316.950],[78.750,317.100],[80.100,320.400],[80.100,320.850],[79.950,321.000],[79.800,321.000],[79.050,320.850],[76.800,319.800],[76.200,319.500],[76.050,319.350],[75.750,318.750]]",2.408,3.506,2.77,4.979,2.936,3.586,1.736,4.59,True,False,False,False,0.0,0.0,0,,
80.457,318.21,536.383,2121.403,3.352,16.852,149,749,171.029,1140.191,-0.881,"[[79.500,317.250],[79.650,317.250],[81.300,317.550],[81.450,317.850],[81.450,318.750],[81.300,319.050],[81.150,319.200],[80.700,319.200],[79.650,318.600],[79.350,318.300],[79.350,317.550]]",6.779,"[[81.000,321.300],[80.250,321.000],[79.200,318.750],[78.900,317.700],[78.750,316.950],[78.900,316.500],[79.500,315.600],[79.650,315.450],[79.950,315.300],[81.300,315.600],[81.750,315.750],[82.800,316.800],[82.800,318.150],[82.500,320.100],[82.200,320.400],[81.300,321.150]]",1.568,2.463,3.744,5.899,2.066,4.724,1.384,2.175,True,True,False,False,0.0,0.0,0,,
76.768,316.102,511.787,2107.346,2.858,1.372,127,61,172.579,1150.53,-0.904,"[[75.600,315.750],[75.750,315.300],[76.500,315.300],[76.950,315.450],[77.400,315.750],[78.000,316.350],[78.000,316.500],[77.850,316.800],[77.400,316.950],[77.250,316.950],[76.650,316.800],[76.050,316.500],[75.750,316.200]]",6.386,"[[77.250,317.100],[76.050,316.500],[75.750,316.200],[75.600,315.750],[75.750,315.300],[76.050,315.150],[76.350,315.150],[79.500,315.450],[79.350,315.750],[78.750,316.800],[78.150,317.100]]",1.328,2.515,1.619,3.525,1.907,2.321,0.458,3.643,True,True,False,False,0.0,0.0,0,,
77.939,322.071,519.595,2147.143,2.835,0.54,126,24,175.433,1169.555,-0.873,"[[77.700,321.000],[79.350,322.650],[79.350,322.950],[79.200,323.100],[79.050,323.100],[76.650,322.200],[76.650,322.050],[76.800,321.750],[77.100,321.300],[77.550,321.000]]",7.276,"[[76.650,322.200],[76.650,322.050],[76.800,321.750],[77.100,321.300],[77.550,321.000],[80.100,321.000],[80.550,321.150],[80.850,321.300],[79.350,322.950],[79.200,323.100],[79.050,323.100]]",1.195,2.744,1.678,3.747,1.9,2.073,1.031,3.987,True,True,False,False,0.0,0.0,0,,
74.403,339.793,496.02,2265.287,2.272,0.81,101,36,189.863,1265.75,-0.814,"[[73.200,340.200],[73.200,339.600],[73.350,339.450],[73.650,339.300],[74.400,339.300],[75.300,339.450],[75.750,339.750],[76.050,340.050],[75.900,340.200],[73.350,340.500]]",6.89,"[[72.600,340.800],[72.900,338.850],[74.100,338.700],[76.050,339.300],[76.200,339.450],[76.050,340.050],[75.900,340.200],[73.950,341.250],[73.350,341.250],[72.750,340.950]]",1.077,2.713,2.206,3.48,1.701,1.981,0.512,1.003,True,True,False,False,0.0,0.0,0,,
73.33,337.5,488.87,2250.0,3.105,0.45,138,20,189.083,1260.551,-0.826,"[[74.400,338.100],[73.800,338.250],[73.650,338.250],[72.600,337.950],[72.300,337.800],[72.150,337.650],[72.000,337.350],[72.000,337.050],[72.150,336.900],[72.450,336.750],[72.750,336.750],[74.100,337.050],[74.400,337.200],[74.700,337.500],[74.700,337.800]]",6.758,"[[74.400,338.700],[73.200,338.700],[71.250,337.650],[71.100,337.500],[71.100,337.200],[71.400,336.900],[72.450,336.750],[72.750,336.750],[74.100,337.050],[74.400,337.200],[74.700,337.500],[74.700,337.800]]",1.245,2.714,1.749,3.586,1.988,2.128,1.136,3.614,True,False,False,False,0.0,0.0,0,,
72.543,342.533,483.623,2283.551,3.105,10.102,138,449,193.097,1287.313,-0.81,"[[73.350,343.350],[73.050,343.350],[72.150,343.200],[71.700,342.900],[71.400,342.600],[71.400,342.000],[71.550,341.850],[72.900,341.850],[73.500,342.150],[73.650,342.450],[73.650,342.900],[73.500,343.200]]",6.343,"[[70.200,343.200],[70.050,341.550],[70.200,341.400],[70.500,341.250],[71.100,341.100],[71.850,340.950],[72.600,340.950],[73.800,341.400],[74.250,342.150],[74.250,343.050],[73.350,345.150],[71.250,343.950],[70.500,343.500]]",1.416,2.381,3.398,4.35,1.988,3.874,1.021,1.842,True,False,False,False,0.0,0.0,0,,
76.391,343.63,509.275,2290.868,6.142,3.488,273,155,191.098,1273.984,-0.792,"[[74.400,343.650],[75.000,342.600],[75.150,342.450],[75.750,342.450],[77.850,342.600],[78.000,342.750],[78.000,344.100],[77.850,344.400],[77.700,344.550],[77.100,344.700],[76.650,344.700],[75.150,344.400],[74.400,343.800]]",9.945,"[[74.550,341.700],[74.700,341.550],[74.850,341.550],[76.800,341.700],[77.850,342.600],[78.000,342.750],[78.000,344.100],[77.850,344.400],[77.700,344.550],[74.100,346.050],[73.800,346.050],[73.500,345.450],[73.350,344.850],[73.500,344.400]]",2.145,3.544,3.417,5.21,2.797,3.502,2.018,4.218,True,True,False,False,0.0,0.0,0,,
78.656,350.525,524.372,2336.831,6.772,35.257,301,1567,194.437,1296.247,-0.759,"[[78.750,351.750],[77.550,351.300],[76.950,350.700],[76.950,349.950],[77.250,349.500],[77.550,349.200],[78.000,349.200],[79.800,349.800],[80.100,350.100],[80.400,350.550],[80.550,350.850],[80.550,351.150],[80.100,351.600]]",9.788,"[[83.100,351.000],[83.400,352.200],[83.250,352.500],[81.150,354.600],[80.550,355.050],[80.100,355.200],[78.300,355.200],[78.000,355.050],[77.550,354.750],[76.650,353.850],[76.200,352.950],[76.050,350.100],[76.050,348.450],[76.200,348.150],[77.550,347.250],[78.000,347.100],[79.800,347.100],[81.000,347.550],[81.150,347.700]]",2.172,3.688,6.372,8.267,2.936,7.223,2.377,3.63,True,True,False,False,0.0,0.0,0,,
88.734,29.029,591.56,193.528,2.812,3.308,125,147,218.702,1458.017,0.601,"[[89.400,29.700],[88.350,29.700],[87.450,28.800],[87.450,28.500],[88.050,28.350],[88.650,28.350],[89.100,28.500],[89.700,28.800],[90.000,29.100],[90.000,29.400]]",6.382,"[[87.450,28.800],[87.450,28.200],[87.600,27.750],[88.500,27.900],[89.700,28.800],[90.000,29.100],[91.200,30.450],[91.200,31.500],[90.600,32.400],[90.450,32.550],[90.150,32.700],[89.550,32.100]]",1.311,2.594,1.76,5.215,1.892,2.791,0.224,4.667,True,False,False,False,0.0,0.0,0,,
82.731,29.103,551.537,194.019,1.215,0.292,54,13,222.093,1480.619,0.624,"[[82.200,28.650],[82.800,28.650],[83.100,28.800],[83.400,29.100],[83.550,29.400],[83.250,29.550],[82.950,29.550],[82.200,29.400],[82.050,29.250],[82.050,28.950]]",3.943,"[[83.700,29.400],[83.400,29.700],[83.100,29.850],[82.950,29.850],[82.650,29.700],[82.200,29.400],[82.050,29.250],[82.050,28.950],[82.200,28.650],[82.800,28.650],[83.100,28.800]]",0.842,1.488,0.983,1.636,1.244,1.385,0.61,1.67,True,True,False,False,0.0,0.0,0,,
85.526,36.0,570.174,240.0,4.792,1.057,213,47,214.868,1432.456,0.632,"[[83.250,38.100],[83.100,37.200],[83.100,36.150],[83.400,36.000],[83.850,35.850],[86.850,34.950],[87.300,34.950],[87.600,35.550],[87.600,35.700],[87.300,37.200]]",12.854,"[[87.300,37.350],[83.250,38.100],[83.100,37.200],[83.100,36.150],[83.400,36.000],[83.850,35.850],[86.850,34.950],[87.300,34.950],[88.800,35.550],[87.450,37.200]]",2.192,4.716,2.29,5.385,2.47,2.719,1.754,5.011,True,False,False,False,0.0,0.0,0,,
83.682,41.317,557.88,275.446,2.07,1.305,92,58,211.717,1411.448,0.654,"[[82.500,41.700],[82.500,41.100],[82.650,40.950],[84.450,40.950],[84.900,41.100],[84.900,41.550],[84.750,41.700]]",5.999,"[[84.900,41.100],[85.050,42.150],[85.050,42.300],[84.750,42.450],[84.300,42.450],[82.950,42.300],[82.500,42.150],[82.200,42.000],[82.500,41.100],[82.650,40.950],[84.450,40.950]]",0.753,2.422,1.432,2.518,1.623,2.073,0.797,2.071,True,False,False,False,0.0,0.0,0,,
86.382,37.61,575.881,250.735,10.035,9.832,446,437,213.064,1420.423,0.633,"[[84.750,39.000],[84.300,38.700],[83.250,37.800],[83.100,37.650],[83.400,37.350],[83.850,37.050],[84.450,36.750],[85.350,36.600],[86.700,36.450],[87.000,36.450],[88.950,36.600],[89.850,36.750],[90.150,37.050],[90.300,37.650],[90.150,37.800],[85.950,39.000]]",16.034,"[[87.900,40.200],[84.750,39.000],[84.300,38.700],[83.250,37.800],[83.100,37.650],[83.400,37.350],[83.850,37.050],[84.450,36.750],[88.650,35.700],[89.250,35.700],[90.300,36.150],[90.450,36.600],[90.750,37.950],[90.750,38.100],[88.350,40.200]]",2.354,6.71,3.349,7.324,3.574,5.001,1.318,3.11,True,False,False,False,0.0,0.0,0,,
85.868,43.443,572.455,289.621,1.485,1.372,66,61,208.7,1391.335,0.651,"[[86.100,44.100],[85.650,44.100],[85.350,43.800],[85.350,42.750],[86.100,42.900],[86.400,43.050],[86.550,43.200],[86.550,43.350],[86.400,43.800]]",4.285,"[[84.750,43.650],[84.600,43.050],[84.750,42.600],[85.200,42.150],[85.800,42.300],[86.550,43.200],[86.550,43.350],[86.400,43.800],[86.100,44.100],[85.350,44.250],[85.200,44.250]]",1.155,1.428,1.604,2.059,1.375,1.907,0.701,2.086,True,False,False,False,0.0,0.0,0,,
84.23,47.678,561.536,317.854,24.165,6.278,1074,279,206.362,1375.747,0.67,"[[83.700,53.100],[82.350,52.500],[80.400,46.200],[80.400,45.900],[80.550,45.750],[81.150,45.450],[82.050,45.150],[82.500,45.150],[87.900,45.300],[88.800,45.450],[89.250,47.700],[89.250,48.000],[89.100,48.150]]",27.101,"[[89.100,48.150],[83.700,53.100],[82.050,52.950],[81.450,52.650],[80.850,51.750],[77.550,45.600],[77.850,45.450],[78.750,45.150],[80.100,45.000],[88.200,45.000],[88.800,45.450],[89.250,47.700],[89.250,48.000]]",6.623,8.347,6.805,10.808,5.547,6.226,1.266,2.921,True,True,False,False,0.0,0.0,0,,
87.375,51.469,582.499,343.13,31.59,3.69,1404,164,201.438,1342.918,0.67,"[[88.050,54.450],[85.350,54.150],[84.450,53.550],[83.850,52.950],[83.700,52.200],[83.700,52.050],[84.600,50.250],[85.950,48.450],[87.150,47.250],[88.200,47.250],[88.950,47.700],[90.600,49.950],[90.750,50.250],[90.900,51.300],[90.900,52.950],[90.600,53.250]]",22.525,"[[88.050,54.450],[85.350,54.150],[84.450,53.550],[83.850,52.950],[83.700,52.350],[83.700,52.050],[83.850,51.600],[84.450,50.250],[85.950,48.450],[87.150,47.250],[88.200,47.250],[92.250,48.900],[92.250,49.050],[92.100,52.350],[90.600,53.250]]",6.145,7.311,6.191,8.978,6.342,6.694,1.683,2.415,True,False,False,False,0.0,0.0,0,,
87.55,56.698,583.667,377.984,11.16,7.965,496,354,197.254,1315.029,0.685,"[[85.350,57.900],[85.200,55.200],[85.650,54.750],[86.100,54.450],[86.700,54.300],[87.300,54.300],[87.600,54.450],[90.600,57.450],[90.600,58.500],[90.150,58.800],[90.000,58.800],[86.100,58.200]]",16.172,"[[85.350,57.900],[85.200,55.200],[85.650,54.750],[86.100,54.450],[86.700,54.300],[87.300,54.300],[91.350,55.800],[92.250,56.250],[92.400,56.400],[90.600,58.500],[90.150,58.800],[89.550,59.100],[88.200,59.250],[86.100,58.650]]",3.523,6.086,4.461,6.705,3.77,4.935,1.019,2.631,True,False,False,False,0.0,0.0,0,,
86.591,59.467,577.276,396.448,0.652,3.78,29,168,195.733,1304.886,0.698,"[[85.950,59.400],[85.950,59.100],[86.100,59.100],[86.700,59.250],[87.150,59.550],[87.300,59.700],[87.300,59.850],[87.150,59.850],[86.250,59.550]]",3.406,"[[85.050,61.350],[85.050,59.250],[85.950,58.650],[87.450,58.800],[87.900,59.100],[88.200,59.400],[88.200,59.550],[86.400,61.650]]",0.426,1.46,2.286,3.177,0.911,2.321,0.888,2.197,True,False,False,False,0.0,0.0,0,,
81.821,57.485,545.471,383.235,0.765,3.127,34,139,200.332,1335.547,0.71,"[[81.900,57.150],[82.350,57.600],[82.350,57.750],[82.200,57.900],[81.750,57.900],[81.600,57.750],[81.300,57.300],[81.300,57.000],[81.450,57.000]]",3.126,"[[82.950,58.950],[82.800,59.700],[82.500,59.700],[81.750,59.550],[81.300,59.400],[81.000,59.100],[79.950,56.700],[79.950,56.550],[81.450,57.000],[81.900,57.150],[82.350,57.600]]",0.629,1.223,1.719,2.759,0.987,2.226,1.08,2.828,True,False,False,False,0.0,0.0,0,,
89.529,63.595,596.859,423.969,1.44,14.805,64,658,190.683,1271.219,0.7,"[[89.250,63.150],[90.150,63.150],[90.300,63.300],[90.300,63.600],[90.000,63.900],[89.400,64.200],[89.100,64.200],[88.800,63.750],[88.800,63.450],[88.950,63.300]]",4.196,"[[93.750,64.950],[92.400,66.900],[92.250,67.050],[91.950,67.200],[91.800,67.200],[88.200,65.250],[87.900,64.950],[87.750,64.500],[87.450,63.150],[87.450,62.100],[87.600,61.950],[88.350,61.950],[90.150,62.250],[93.150,64.050],[93.300,64.200],[93.600,64.650]]",0.958,1.526,3.569,6.712,1.354,4.548,1.423,5.067,True,True,False,False,0.0,0.0,0,,
85.716,64.029,571.439,426.86,1.282,12.06,57,536,192.835,1285.567,0.717,"[[85.050,63.750],[85.350,63.450],[85.650,63.450],[86.100,63.750],[86.400,64.050],[86.400,64.500],[85.650,64.500],[85.350,64.350],[85.050,64.050]]",3.949,"[[84.150,61.950],[84.900,61.350],[85.800,61.500],[86.250,61.650],[86.700,61.950],[87.300,62.700],[87.600,63.900],[87.750,64.650],[87.750,64.800],[86.700,65.250],[86.100,65.400],[84.750,65.550],[84.150,65.550],[83.700,65.400],[83.400,65.250],[83.100,64.800],[82.800,64.050],[83.400,63.000]]",0.901,1.473,3.914,4.725,1.278,4.115,1.809,3.247,True,True,False,False,0.0,0.0,0,,
88.577,72.808,590.511,485.386,8.325,24.862,370,1105,184.372,1229.15,0.736,"[[87.150,74.100],[87.000,73.950],[87.000,72.450],[87.900,71.100],[88.950,71.100],[89.250,71.250],[89.700,71.700],[90.300,72.600],[90.300,72.750],[90.150,73.200],[89.550,74.100],[89.400,74.250],[87.600,74.250]]",10.631,"[[86.700,74.550],[85.350,68.850],[85.500,68.550],[85.800,68.250],[86.550,67.950],[89.250,67.950],[92.400,69.300],[92.700,69.600],[92.850,69.900],[91.350,74.850],[91.050,75.450],[90.750,75.900],[88.950,77.250],[88.800,77.250],[88.350,77.100]]",3.05,3.462,5.689,9.194,3.256,6.416,2.114,3.645,True,True,False,False,0.0,0.0,0,,
82.012,75.694,546.75,504.625,0.36,2.295,16,102,186.767,1245.115,0.773,"[[82.200,75.450],[82.350,75.750],[82.200,75.900],[81.750,75.900],[81.750,75.600],[81.900,75.450]]",1.81,"[[81.300,75.450],[81.600,74.700],[81.900,74.550],[82.050,74.550],[82.350,74.700],[83.550,76.500],[83.700,76.950],[83.400,77.250],[82.800,77.250],[81.300,75.900]]",0.452,0.603,1.479,2.883,0.677,1.839,0.711,2.342,True,False,False,False,0.0,0.0,0,,
84.778,83.417,565.187,556.112,2.407,18.81,107,836,179.34,1195.598,0.792,"[[84.150,83.700],[83.250,83.250],[83.550,82.950],[85.350,82.950],[85.800,83.250],[85.950,83.550],[85.950,84.000],[85.050,84.000]]",6.405,"[[81.150,83.100],[81.450,82.200],[82.350,81.600],[83.850,81.300],[84.600,81.600],[85.200,81.900],[86.400,82.800],[87.600,84.000],[87.750,84.450],[87.750,84.750],[87.600,85.050],[87.150,85.200],[86.550,85.350],[84.300,85.500],[83.850,85.350],[82.350,84.600],[81.150,83.850]]",0.95,2.605,3.638,6.565,1.751,4.894,1.671,2.621,True,True,False,False,0.0,0.0,0,,
88.888,90.73,592.584,604.865,21.33,18.922,948,841,171.293,1141.956,0.805,"[[85.050,89.250],[85.350,86.850],[86.700,86.850],[87.900,87.450],[94.800,93.000],[94.950,93.150],[94.950,93.750],[94.800,94.050],[94.500,94.350],[94.200,94.500],[93.900,94.500],[89.100,93.150],[86.250,91.050],[85.350,90.150],[85.050,89.400]]",26.93,"[[83.700,88.800],[84.300,85.650],[84.450,85.500],[87.300,85.200],[95.550,91.650],[95.700,92.400],[95.700,93.150],[95.550,94.650],[95.250,95.250],[95.100,95.400],[93.900,95.400],[90.450,94.500],[89.100,93.600],[84.300,89.850],[83.850,89.400]]",3.779,10.959,5.536,13.497,5.211,6.8,1.443,2.8,True,True,False,False,0.0,0.0,0,,
82.839,86.937,552.258,579.581,0.698,7.2,31,320,178.289,1188.593,0.814,"[[83.400,87.300],[82.800,87.300],[82.500,87.000],[82.350,86.700],[82.350,86.550],[82.500,86.400],[82.800,86.550],[83.400,87.150]]",3.056,"[[81.300,88.350],[81.900,86.850],[83.100,84.900],[84.150,85.500],[84.300,86.250],[84.300,87.750],[84.000,88.350],[83.700,88.650],[83.400,88.800],[81.300,88.500]]",0.532,1.198,2.404,3.94,0.942,3.028,1.356,2.481,True,False,False,False,0.0,0.0,0,,
86.834,81.916,578.892,546.108,0.832,5.94,37,264,178.949,1192.99,0.778,"[[86.100,81.600],[87.000,81.600],[87.450,82.050],[87.450,82.200],[87.300,82.350],[87.150,82.350],[86.700,82.200],[86.250,81.900]]",3.399,"[[85.050,81.750],[89.100,80.250],[89.250,80.550],[89.400,81.000],[89.700,82.350],[89.700,83.100],[89.550,83.250],[88.350,84.150],[88.050,84.300],[85.350,82.050]]",0.639,1.361,2.125,4.414,1.03,2.936,1.425,3.799,True,False,False,False,0.0,0.0,0,,
87.211,91.311,581.407,608.738,24.908,8.528,1107,379,172.107,1147.381,0.815,"[[89.400,90.750],[89.400,95.400],[88.950,96.000],[88.500,96.000],[86.250,94.500],[85.950,94.200],[84.600,92.400],[84.600,91.950],[85.350,87.000],[85.650,86.700],[85.800,86.700],[86.700,86.850],[87.300,87.000],[87.750,87.300],[87.900,87.450]]",23.168,"[[84.600,92.400],[84.150,88.350],[84.300,85.800],[84.900,85.500],[85.650,85.350],[87.450,85.200],[87.600,85.200],[91.200,88.350],[90.300,94.950],[90.150,95.850],[88.950,96.000],[88.500,96.000],[86.250,94.500],[85.950,94.200]]",4.707,9.398,6.344,11.182,5.631,6.476,1.762,3.022,True,True,False,False,0.0,0.0,0,,
82.324,106.303,548.826,708.687,20.565,6.93,914,308,165.989,1106.592,0.901,"[[78.300,104.850],[79.050,104.100],[79.800,103.800],[79.950,103.800],[81.150,103.950],[86.100,106.950],[87.000,107.550],[87.300,108.150],[87.300,108.300],[87.000,108.600],[85.950,108.600],[82.350,108.000],[80.700,107.400],[80.100,107.100],[78.300,105.300]]",21.464,"[[76.500,107.250],[77.250,104.100],[78.150,103.650],[79.950,103.800],[81.150,103.950],[82.050,104.250],[82.350,104.400],[83.100,104.850],[87.000,107.550],[87.300,108.150],[87.300,108.300],[86.700,109.350],[86.550,109.350],[78.750,109.050],[78.150,108.900],[77.700,108.750],[77.100,108.450],[76.950,108.300]]",3.016,9.172,4.689,10.549,5.117,5.819,1.189,3.384,True,True,False,False,0.0,0.0,0,,
83.209,109.103,554.73,727.351,0.832,4.005,37,178,163.564,1090.428,0.911,"[[81.600,109.500],[81.600,109.350],[81.750,109.200],[82.050,109.050],[83.100,108.750],[84.300,109.050],[84.600,109.200]]",6.377,"[[83.250,110.700],[80.100,109.650],[79.800,109.350],[79.800,109.050],[80.100,108.900],[81.150,108.600],[83.100,108.450],[83.250,108.450],[84.150,108.600],[84.600,109.200],[84.600,109.500],[84.300,110.250],[83.850,110.700]]",0.561,2.432,2.167,4.463,1.03,2.327,0.932,2.145,True,True,False,False,0.0,0.0,0,,
